text,label
"the worst phone from samsung...crap..... this crappy Samsung E715.. is the worst i have ever seeen.",negative
"the charger worked for about a week and then completely stopped charging my phone.",negative
"Poor product.",negative
"However I needed some better instructions.",negative
"You need two hands to operate the screen.This software interface is decade old and cannot compete with new software designs.",negative
"Worked very well paired with a Treo 700w and as a Skype headset on my PC (using a USB Bluetooth transceiver).",positive
"Steer clear of this product and go with the genuine Palm replacementr pens, which come in a three-pack.",negative
"DO NOT BUY DO NOT BUYIT SUCKS",negative
"This is a great product..... sure beats using your fingers!.",positive
"Plus, I seriously do not believe it is worth its steep price point.",negative
"All the other cases I've tried normally fall apart after a few months but this one seems to be in for the long haul.",positive
"Very Dissapointing Performance.",negative
"Don't make the same mistake that I did and please don't buy this phone.",negative
"This phone might well be the worst I've ever had in any brand.",negative
"Case was more or less an extra that I originally put on but later discarded because it scratched my ear.",negative
"I recommend iGo to anyone with different brand cell phones/mp3 players in the family.",positive
"Don't bother - go to the store.",negative
"I posted more detailed comments under the grey or black phone, but i have the Fire Red and it's a great color!",positive
"I did not have any problem with this item and would order it again if needed.",positive
"You get what you pay for I guess.",negative
"Not only did the software do a great job of this, I could also make my own ringtones form my existing CDs without an internet connection.",positive
"im surprised this is a good quality car charger and there's not much reviews about it.",positive
"These are fabulous!",positive
"However, BT headsets are currently not good for real time games like first-person shooters since the audio delay messes me up.",negative
"I used bitpim (a free program you can find on the internet)to transfer data to the phone.The price of the cable was excellent.",positive
"Disappointing accessory from a good manufacturer.",negative
"Performed awful -- muffled, tinny incoming sound and severe echo for those on the other end of the call.",negative
"Very wind-resistant.",positive
"Obviously they have a terrible customer service, so you get what you pay for.",negative
"They do not last forever, but is not overly expensive to replace.Easy to operate and the sound is much better than others I have tried.",positive
"I contacted the company and they told me that, although the unit was still under warranty, if I couldn't produce my receipt I was out of luck.",negative
"Linksys should have some way to exchange a bad phone for a refurb unit or something!",negative
"Phone is sturdy as all nokia bar phones are.",positive
"Great phone.",positive
"When I placed my treo into the case, not only was it NOT snug, but there was A LOT of extra room on the sides.",negative
"I'm pleased.",positive
"Battery is terrible.",negative
"I found the product to be easy to set up and use.",positive
"The earpiece on this is too large or too heavy...it keeps falling out of my ear.",negative
"Utter crap.. Sound quality is TERRIBLE.",negative
"The charger arrived within the promised timeframe, but it did not work.",negative
"No ear loop needed, it's tiny and the sound is great.",positive
"Finally, after three or four times the spring of the latch broke and I could not use it any longer on the visor.",negative
"The handsfree part works fine, but then the car tries to download the address book, and the Treo reboots.Overall, I still rate this device high.",positive
"Talk about USELESS customer service.",negative
"It felt too light and "tinny.".",negative
"This does not fit the Palm Tungsten E2 and it broke the first time I tried to plug it in.",negative
"I'm happy about this purchase- good quality and low price.",positive
"I love the look and feel of Samsung flipphones.",positive
"Its well-designed and very sharp -- the blue is a very nice color.",positive
"Does everything it should and more.",positive
"I could not recommend these more.",negative
"Nice Sound.",positive
"Looks good in the picture, but this case was a huge disappointment!!",negative
"Much less than the jawbone I was going to replace it with.",positive
"Setup went very smoothly.",positive
"its extremely slow and takes forever to do anything with it.",negative
"A must study for anyone interested in the "worst sins" of industrial design.",negative
"The first thing that happened was that the tracking was off.",negative
